Registration_number,Current_Semester
ciit/sp17-bcs-739/isb,Semester 10
ciit/sp17-bcs-78/isb,Semester 8
ciit/sp17-bcs-808/isb,Semester 8
ciit/sp17-bcs-822/isb,Semester 10
ciit/sp17-bcs-83/isb,Semester 8
ciit/sp17-bcs-917/isb,Semester 10
ciit/sp17-bcs-958/isb,Semester 11
ciit/sp17-bcs-993/isb,Semester 8
ciit/sp17-bse-1002/isb,Semester 9
ciit/sp17-bse-1006/isb,Semester 1
ciit/sp17-bse-1007/isb,Semester 8
ciit/sp17-bse-1014/isb,Semester 8
ciit/sp17-bse-1083/isb,Semester 1
ciit/sp17-bse-1115/isb,Semester 8
ciit/sp17-bse-1164/isb,Semester 1
ciit/sp17-bse-1165/isb,Semester 8
ciit/sp17-bse-1176/isb,Semester 8
ciit/sp17-bse-1289/isb,Semester 10
ciit/sp17-bse-1329/isb,Semester 9
ciit/sp17-bse-1363/isb,Semester 8
ciit/sp17-bse-1373/isb,Semester 8
ciit/sp17-bse-1386/isb,Semester 2
ciit/sp17-bse-140/isb,Semester 8
ciit/sp17-bse-1408/isb,Semester 3
ciit/sp17-bse-1413/isb,Semester 8
ciit/sp17-bse-1427/isb,Semester 9
ciit/sp17-bse-144/isb,Semester 8
ciit/sp17-bse-148/isb,Semester 8
ciit/sp17-bse-1506/isb,Semester 9
ciit/sp17-bse-1555/isb,Semester 9
ciit/sp17-bse-159/isb,Semester 8
ciit/sp17-bse-1595/isb,Semester 8
ciit/sp17-bse-1612/isb,Semester 4
ciit/sp17-bse-1639/isb,Semester 8
ciit/sp17-bse-1655/isb,Semester 2
ciit/sp17-bse-1698/isb,Semester 8
ciit/sp17-bse-1700/isb,Semester 8
ciit/sp17-bse-1751/isb,Semester 8
ciit/sp17-bse-176/isb,Semester 1
ciit/sp17-bse-1772/isb,Semester 9
ciit/sp17-bse-181/isb,Semester 8
ciit/sp17-bse-1862/isb,Semester 8
ciit/sp17-bse-1883/isb,Semester 8
ciit/sp17-bse-192/isb,Semester 8
ciit/sp17-bse-1937/isb,Semester 9
ciit/sp17-bse-1943/isb,Semester 8
ciit/sp17-bse-1950/isb,Semester 1
ciit/sp17-bse-1990/isb,Semester 8
ciit/sp17-bse-2018/isb,Semester 1
ciit/sp17-bse-2051/isb,Semester 8
ciit/sp17-bse-2059/isb,Semester 10
ciit/sp17-bse-2113/isb,Semester 8
ciit/sp17-bse-2123/isb,Semester 8
ciit/sp17-bse-2211/isb,Semester 8
ciit/sp17-bse-2235/isb,Semester 8
ciit/sp17-bse-2252/isb,Semester 8
ciit/sp17-bse-2253/isb,Semester 8
ciit/sp17-bse-2312/isb,Semester 8
ciit/sp17-bse-2335/isb,Semester 1
ciit/sp17-bse-2451/isb,Semester 8
ciit/sp17-bse-2476/isb,Semester 8
ciit/sp17-bse-2507/isb,Semester 8
ciit/sp17-bse-2618/isb,Semester 2
ciit/sp17-bse-2621/isb,Semester 8
ciit/sp17-bse-268/isb,Semester 8
ciit/sp17-bse-271/isb,Semester 9
ciit/sp17-bse-2721/isb,Semester 8
ciit/sp17-bse-2722/isb,Semester 8
ciit/sp17-bse-2727/isb,Semester 9
ciit/sp17-bse-2750/isb,Semester 8
ciit/sp17-bse-2752/isb,Semester 8
ciit/sp17-bse-2771/isb,Semester 8
ciit/sp17-bse-2802/isb,Semester 9
ciit/sp17-bse-2820/isb,Semester 8
ciit/sp17-bse-2833/isb,Semester 8
ciit/sp17-bse-2834/isb,Semester 10
ciit/sp17-bse-2846/isb,Semester 8
ciit/sp17-bse-286/isb,Semester 10
ciit/sp17-bse-2870/isb,Semester 8
ciit/sp17-bse-2910/isb,Semester 1
ciit/sp17-bse-2978/isb,Semester 8
ciit/sp17-bse-3007/isb,Semester 2
ciit/sp17-bse-3011/isb,Semester 8
ciit/sp17-bse-3053/isb,Semester 8
ciit/sp17-bse-306/isb,Semester 8
ciit/sp17-bse-3086/isb,Semester 8
ciit/sp17-bse-3104/isb,Semester 8
ciit/sp17-bse-3124/isb,Semester 8
ciit/sp17-bse-3137/isb,Semester 9
ciit/sp17-bse-3138/isb,Semester 10
ciit/sp17-bse-314/isb,Semester 9
ciit/sp17-bse-3145/isb,Semester 8
ciit/sp17-bse-3149/isb,Semester 9
ciit/sp17-bse-3157/isb,Semester 8
ciit/sp17-bse-3164/isb,Semester 8
ciit/sp17-bse-3191/isb,Semester 8
ciit/sp17-bse-329/isb,Semester 10
ciit/sp17-bse-3293/isb,Semester 6
ciit/sp17-bse-3329/isb,Semester 8
ciit/sp17-bse-3343/isb,Semester 8
ciit/sp17-bse-3357/isb,Semester 8
ciit/sp17-bse-3409/isb,Semester 10
ciit/sp17-bse-3430/isb,Semester 9
ciit/sp17-bse-3479/isb,Semester 1
ciit/sp17-bse-3488/isb,Semester 11
ciit/sp17-bse-3561/isb,Semester 8
ciit/sp17-bse-3566/isb,Semester 2
ciit/sp17-bse-3586/isb,Semester 10
ciit/sp17-bse-3590/isb,Semester 10
ciit/sp17-bse-3593/isb,Semester 8
ciit/sp17-bse-3634/isb,Semester 1
ciit/sp17-bse-3635/isb,Semester 8
ciit/sp17-bse-3646/isb,Semester 8
ciit/sp17-bse-3671/isb,Semester 9
ciit/sp17-bse-3675/isb,Semester 8
ciit/sp17-bse-3685/isb,Semester 1
ciit/sp17-bse-3703/isb,Semester 8
ciit/sp17-bse-3710/isb,Semester 3
ciit/sp17-bse-3739/isb,Semester 11
ciit/sp17-bse-414/isb,Semester 8
ciit/sp17-bse-423/isb,Semester 8
ciit/sp17-bse-449/isb,Semester 8
ciit/sp17-bse-462/isb,Semester 8
ciit/sp17-bse-529/isb,Semester 11
ciit/sp17-bse-531/isb,Semester 9
ciit/sp17-bse-540/isb,Semester 9
ciit/sp17-bse-57/isb,Semester 2
ciit/sp17-bse-575/isb,Semester 8
ciit/sp17-bse-579/isb,Semester 8
ciit/sp17-bse-59/isb,Semester 1
ciit/sp17-bse-663/isb,Semester 2
ciit/sp17-bse-697/isb,Semester 3
ciit/sp17-bse-709/isb,Semester 8
ciit/sp17-bse-715/isb,Semester 8
ciit/sp17-bse-755/isb,Semester 8
ciit/sp17-bse-780/isb,Semester 11
ciit/sp17-bse-799/isb,Semester 8
ciit/sp17-bse-813/isb,Semester 8
ciit/sp17-bse-820/isb,Semester 8
ciit/sp17-bse-840/isb,Semester 9
ciit/sp17-bse-996/isb,Semester 9
ciit/sp18-bcs-1010/isb,Semester 8
ciit/sp18-bcs-1021/isb,Semester 8
ciit/sp18-bcs-1022/isb,Semester 9
ciit/sp18-bcs-1026/isb,Semester 9
ciit/sp18-bcs-1063/isb,Semester 2
ciit/sp18-bcs-1069/isb,Semester 8
ciit/sp18-bcs-1100/isb,Semester 9
ciit/sp18-bcs-1136/isb,Semester 9
ciit/sp18-bcs-1141/isb,Semester 9
ciit/sp18-bcs-1142/isb,Semester 9
ciit/sp18-bcs-1147/isb,Semester 3
ciit/sp18-bcs-1157/isb,Semester 1
ciit/sp18-bcs-1179/isb,Semester 7
ciit/sp18-bcs-1195/isb,Semester 9
ciit/sp18-bcs-1199/isb,Semester 4
ciit/sp18-bcs-1201/isb,Semester 8
ciit/sp18-bcs-1207/isb,Semester 9
ciit/sp18-bcs-1219/isb,Semester 8
ciit/sp18-bcs-122/isb,Semester 9
ciit/sp18-bcs-1235/isb,Semester 9
ciit/sp18-bcs-1238/isb,Semester 9
ciit/sp18-bcs-1314/isb,Semester 8
ciit/sp18-bcs-1318/isb,Semester 1
ciit/sp18-bcs-1333/isb,Semester 8
ciit/sp18-bcs-1335/isb,Semester 8
ciit/sp18-bcs-1341/isb,Semester 8
ciit/sp18-bcs-1350/isb,Semester 8
ciit/sp18-bcs-1383/isb,Semester 1
ciit/sp18-bcs-139/isb,Semester 9
ciit/sp18-bcs-1411/isb,Semester 8
ciit/sp18-bcs-1418/isb,Semester 8
ciit/sp18-bcs-1447/isb,Semester 8
ciit/sp18-bcs-1468/isb,Semester 8
ciit/sp18-bcs-1488/isb,Semester 2
ciit/sp18-bcs-1495/isb,Semester 8
ciit/sp18-bcs-1508/isb,Semester 8
ciit/sp18-bcs-1520/isb,Semester 8
ciit/sp18-bcs-1523/isb,Semester 8
ciit/sp18-bcs-1534/isb,Semester 8
ciit/sp18-bcs-155/isb,Semester 8
ciit/sp18-bcs-1550/isb,Semester 9
ciit/sp18-bcs-1573/isb,Semester 9
ciit/sp18-bcs-158/isb,Semester 9
ciit/sp18-bcs-1624/isb,Semester 9
ciit/sp18-bcs-165/isb,Semester 1
ciit/sp18-bcs-1653/isb,Semester 9
ciit/sp18-bcs-1753/isb,Semester 8
ciit/sp18-bcs-178/isb,Semester 8
ciit/sp18-bcs-1826/isb,Semester 8
ciit/sp18-bcs-1873/isb,Semester 8
ciit/sp18-bcs-1880/isb,Semester 2
ciit/sp18-bcs-1906/isb,Semester 9
ciit/sp18-bcs-1916/isb,Semester 8
ciit/sp18-bcs-1967/isb,Semester 8
ciit/sp18-bcs-1988/isb,Semester 8
ciit/sp18-bcs-2/isb,Semester 8
ciit/sp18-bcs-200/isb,Semester 8
ciit/sp18-bcs-2017/isb,Semester 8
ciit/sp18-bcs-2020/isb,Semester 1
ciit/sp18-bcs-2029/isb,Semester 8
ciit/sp18-bcs-203/isb,Semester 8
ciit/sp18-bcs-2036/isb,Semester 8
ciit/sp18-bcs-2044/isb,Semester 1
ciit/sp18-bcs-2049/isb,Semester 8
ciit/sp18-bcs-2084/isb,Semester 2
ciit/sp18-bcs-2093/isb,Semester 8
ciit/sp18-bcs-2101/isb,Semester 8
ciit/sp18-bcs-2138/isb,Semester 8
ciit/sp18-bcs-2158/isb,Semester 4
ciit/sp18-bcs-218/isb,Semester 8
ciit/sp18-bcs-2216/isb,Semester 8
ciit/sp18-bcs-2234/isb,Semester 9
ciit/sp18-bcs-2266/isb,Semester 9
ciit/sp18-bcs-2273/isb,Semester 8
ciit/sp18-bcs-232/isb,Semester 1
ciit/sp18-bcs-2330/isb,Semester 2
ciit/sp18-bcs-236/isb,Semester 8
ciit/sp18-bcs-2383/isb,Semester 8
ciit/sp18-bcs-2400/isb,Semester 8
ciit/sp18-bcs-2408/isb,Semester 8
ciit/sp18-bcs-2463/isb,Semester 1
ciit/sp18-bcs-2480/isb,Semester 8
ciit/sp18-bcs-2487/isb,Semester 9
ciit/sp18-bcs-2491/isb,Semester 3
ciit/sp18-bcs-2492/isb,Semester 9
ciit/sp18-bcs-2519/isb,Semester 8
ciit/sp18-bcs-2554/isb,Semester 9
ciit/sp18-bcs-2558/isb,Semester 8
ciit/sp18-bcs-2611/isb,Semester 8
ciit/sp18-bcs-2660/isb,Semester 8
ciit/sp18-bcs-2675/isb,Semester 2
ciit/sp18-bcs-2689/isb,Semester 8
ciit/sp18-bcs-2708/isb,Semester 9
ciit/sp18-bcs-272/isb,Semester 8
ciit/sp18-bcs-2739/isb,Semester 2
ciit/sp18-bcs-274/isb,Semester 2
ciit/sp18-bcs-2742/isb,Semester 1
ciit/sp18-bcs-2756/isb,Semester 8
ciit/sp18-bcs-2814/isb,Semester 3
ciit/sp18-bcs-2851/isb,Semester 1
ciit/sp18-bcs-2892/isb,Semester 8
ciit/sp18-bcs-2914/isb,Semester 2
ciit/sp18-bcs-2916/isb,Semester 9
ciit/sp18-bcs-293/isb,Semester 8
ciit/sp18-bcs-2935/isb,Semester 8
ciit/sp18-bcs-2941/isb,Semester 9
ciit/sp18-bcs-2953/isb,Semester 8
ciit/sp18-bcs-2954/isb,Semester 9
ciit/sp18-bcs-2960/isb,Semester 8
ciit/sp18-bcs-2963/isb,Semester 8
ciit/sp18-bcs-2973/isb,Semester 1
ciit/sp18-bcs-2976/isb,Semester 8
ciit/sp18-bcs-298/isb,Semester 8
ciit/sp18-bcs-2981/isb,Semester 1
ciit/sp18-bcs-3047/isb,Semester 8
ciit/sp18-bcs-3072/isb,Semester 1
ciit/sp18-bcs-3075/isb,Semester 8
ciit/sp18-bcs-3130/isb,Semester 8
ciit/sp18-bcs-3147/isb,Semester 8
ciit/sp18-bcs-3154/isb,Semester 8
ciit/sp18-bcs-3173/isb,Semester 8
ciit/sp18-bcs-3193/isb,Semester 1
ciit/sp18-bcs-3206/isb,Semester 3
ciit/sp18-bcs-3216/isb,Semester 8
ciit/sp18-bcs-3219/isb,Semester 8
ciit/sp18-bcs-3254/isb,Semester 8
ciit/sp18-bcs-3275/isb,Semester 2
ciit/sp18-bcs-3292/isb,Semester 2
ciit/sp18-bcs-3322/isb,Semester 8
ciit/sp18-bcs-3324/isb,Semester 8
ciit/sp18-bcs-333/isb,Semester 8
ciit/sp18-bcs-3350/isb,Semester 8
ciit/sp18-bcs-3396/isb,Semester 3
ciit/sp18-bcs-3404/isb,Semester 3
ciit/sp18-bcs-3411/isb,Semester 8
ciit/sp18-bcs-3419/isb,Semester 8
ciit/sp18-bcs-344/isb,Semester 1
ciit/sp18-bcs-3451/isb,Semester 9
ciit/sp18-bcs-3459/isb,Semester 2
ciit/sp18-bcs-3460/isb,Semester 1
ciit/sp18-bcs-3495/isb,Semester 8
ciit/sp18-bcs-3511/isb,Semester 9
ciit/sp18-bcs-3543/isb,Semester 9
ciit/sp18-bcs-3549/isb,Semester 8
ciit/sp18-bcs-3575/isb,Semester 8
ciit/sp18-bcs-3605/isb,Semester 9
ciit/sp18-bcs-361/isb,Semester 4
ciit/sp18-bcs-3636/isb,Semester 8
ciit/sp18-bcs-3643/isb,Semester 8
ciit/sp18-bcs-3656/isb,Semester 8
ciit/sp18-bcs-3694/isb,Semester 8
ciit/sp18-bcs-3709/isb,Semester 8
ciit/sp18-bcs-3717/isb,Semester 1
ciit/sp18-bcs-3730/isb,Semester 8
ciit/sp18-bcs-391/isb,Semester 9
ciit/sp18-bcs-429/isb,Semester 8
ciit/sp18-bcs-435/isb,Semester 1
ciit/sp18-bcs-436/isb,Semester 8
ciit/sp18-bcs-44/isb,Semester 8
ciit/sp18-bcs-477/isb,Semester 8
ciit/sp18-bcs-532/isb,Semester 1
ciit/sp18-bcs-548/isb,Semester 8
ciit/sp18-bcs-570/isb,Semester 8
ciit/sp18-bcs-595/isb,Semester 1
ciit/sp18-bcs-596/isb,Semester 3
ciit/sp18-bcs-614/isb,Semester 8
ciit/sp18-bcs-616/isb,Semester 8
ciit/sp18-bcs-619/isb,Semester 2
ciit/sp18-bcs-626/isb,Semester 1
ciit/sp18-bcs-639/isb,Semester 8
ciit/sp18-bcs-651/isb,Semester 8
ciit/sp18-bcs-656/isb,Semester 3
ciit/sp18-bcs-66/isb,Semester 8
ciit/sp18-bcs-665/isb,Semester 8
ciit/sp18-bcs-675/isb,Semester 2
ciit/sp18-bcs-681/isb,Semester 8
ciit/sp18-bcs-691/isb,Semester 8
ciit/sp18-bcs-712/isb,Semester 2
ciit/sp18-bcs-73/isb,Semester 4
ciit/sp18-bcs-751/isb,Semester 9
ciit/sp18-bcs-775/isb,Semester 1
ciit/sp18-bcs-807/isb,Semester 8
ciit/sp18-bcs-833/isb,Semester 1
ciit/sp18-bcs-844/isb,Semester 2
ciit/sp18-bcs-846/isb,Semester 8
ciit/sp18-bcs-858/isb,Semester 3
ciit/sp18-bcs-898/isb,Semester 8
ciit/sp18-bcs-909/isb,Semester 3
ciit/sp18-bcs-91/isb,Semester 8
ciit/sp18-bcs-922/isb,Semester 1
ciit/sp18-bcs-928/isb,Semester 8
ciit/sp18-bcs-947/isb,Semester 9
ciit/sp18-bcs-988/isb,Semester 9
ciit/sp18-bcs-994/isb,Semester 9
ciit/sp18-bcs-998/isb,Semester 9
ciit/sp18-bse-1000/isb,Semester 2
ciit/sp18-bse-1001/isb,Semester 9
ciit/sp18-bse-1008/isb,Semester 8
ciit/sp18-bse-1015/isb,Semester 8
ciit/sp18-bse-1018/isb,Semester 8
ciit/sp18-bse-104/isb,Semester 8
ciit/sp18-bse-1046/isb,Semester 2
ciit/sp18-bse-1053/isb,Semester 8
ciit/sp18-bse-1106/isb,Semester 8
ciit/sp18-bse-113/isb,Semester 8
ciit/sp18-bse-115/isb,Semester 1
ciit/sp18-bse-1151/isb,Semester 9
ciit/sp18-bse-1158/isb,Semester 1
ciit/sp18-bse-1171/isb,Semester 8
ciit/sp18-bse-1175/isb,Semester 9
ciit/sp18-bse-1181/isb,Semester 8
ciit/sp18-bse-1185/isb,Semester 8
ciit/sp18-bse-1200/isb,Semester 8
ciit/sp18-bse-1257/isb,Semester 8
ciit/sp18-bse-1261/isb,Semester 8
ciit/sp18-bse-1283/isb,Semester 8
ciit/sp18-bse-1285/isb,Semester 8
ciit/sp18-bse-1317/isb,Semester 9
ciit/sp18-bse-1337/isb,Semester 9
ciit/sp18-bse-1353/isb,Semester 9
ciit/sp18-bse-1397/isb,Semester 8
ciit/sp18-bse-1455/isb,Semester 8
ciit/sp18-bse-1459/isb,Semester 9
ciit/sp18-bse-1483/isb,Semester 9
ciit/sp18-bse-1491/isb,Semester 8
ciit/sp18-bse-1496/isb,Semester 8
ciit/sp18-bse-1510/isb,Semester 8
ciit/sp18-bse-1518/isb,Semester 9
ciit/sp18-bse-1530/isb,Semester 9
ciit/sp18-bse-1552/isb,Semester 9
ciit/sp18-bse-1553/isb,Semester 8
ciit/sp18-bse-1576/isb,Semester 8
ciit/sp18-bse-1586/isb,Semester 8
ciit/sp18-bse-1588/isb,Semester 9
ciit/sp18-bse-1610/isb,Semester 9
ciit/sp18-bse-1640/isb,Semester 9
ciit/sp18-bse-1658/isb,Semester 5
ciit/sp18-bse-1661/isb,Semester 8
ciit/sp18-bse-1677/isb,Semester 8
ciit/sp18-bse-1690/isb,Semester 1
ciit/sp18-bse-171/isb,Semester 8
ciit/sp18-bse-1729/isb,Semester 8
ciit/sp18-bse-1747/isb,Semester 8
ciit/sp18-bse-1770/isb,Semester 8
ciit/sp18-bse-1779/isb,Semester 1
ciit/sp18-bse-1787/isb,Semester 4
ciit/sp18-bse-1823/isb,Semester 1
ciit/sp18-bse-1836/isb,Semester 9
ciit/sp18-bse-1854/isb,Semester 9
ciit/sp18-bse-1855/isb,Semester 8
ciit/sp18-bse-1874/isb,Semester 1
ciit/sp18-bse-1912/isb,Semester 1
ciit/sp18-bse-1913/isb,Semester 9
ciit/sp18-bse-1926/isb,Semester 8
ciit/sp18-bse-1944/isb,Semester 8
ciit/sp18-bse-1956/isb,Semester 8
ciit/sp18-bse-1959/isb,Semester 3
ciit/sp18-bse-1987/isb,Semester 5
ciit/sp18-bse-1995/isb,Semester 9
ciit/sp18-bse-2021/isb,Semester 9
ciit/sp18-bse-2040/isb,Semester 9
ciit/sp18-bse-2047/isb,Semester 8
ciit/sp18-bse-2060/isb,Semester 9
ciit/sp18-bse-2062/isb,Semester 9
ciit/sp18-bse-2076/isb,Semester 9
ciit/sp18-bse-2083/isb,Semester 9
ciit/sp18-bse-209/isb,Semester 1
ciit/sp18-bse-2096/isb,Semester 8
ciit/sp18-bse-2097/isb,Semester 9
ciit/sp18-bse-2111/isb,Semester 8
ciit/sp18-bse-2129/isb,Semester 8
ciit/sp18-bse-2132/isb,Semester 8
ciit/sp18-bse-2170/isb,Semester 8
ciit/sp18-bse-2203/isb,Semester 4
ciit/sp18-bse-2209/isb,Semester 8
ciit/sp18-bse-2219/isb,Semester 1
ciit/sp18-bse-2227/isb,Semester 8
ciit/sp18-bse-2345/isb,Semester 8
ciit/sp18-bse-2347/isb,Semester 8
ciit/sp18-bse-2363/isb,Semester 9
ciit/sp18-bse-239/isb,Semester 8
ciit/sp18-bse-24/isb,Semester 1
ciit/sp18-bse-2410/isb,Semester 8
ciit/sp18-bse-2446/isb,Semester 3
ciit/sp18-bse-2453/isb,Semester 8
ciit/sp18-bse-2472/isb,Semester 8
ciit/sp18-bse-2483/isb,Semester 8
ciit/sp18-bse-2515/isb,Semester 8
ciit/sp18-bse-2535/isb,Semester 9
ciit/sp18-bse-256/isb,Semester 8
ciit/sp18-bse-2562/isb,Semester 8
ciit/sp18-bse-26/isb,Semester 9
ciit/sp18-bse-2631/isb,Semester 8
ciit/sp18-bse-2654/isb,Semester 8
ciit/sp18-bse-2665/isb,Semester 8
ciit/sp18-bse-2669/isb,Semester 8
ciit/sp18-bse-2726/isb,Semester 9
ciit/sp18-bse-2736/isb,Semester 8
ciit/sp18-bse-2761/isb,Semester 9
ciit/sp18-bse-2763/isb,Semester 8
ciit/sp18-bse-2815/isb,Semester 8
ciit/sp18-bse-2817/isb,Semester 8
ciit/sp18-bse-282/isb,Semester 1
ciit/sp18-bse-2871/isb,Semester 9
ciit/sp18-bse-2894/isb,Semester 8
ciit/sp18-bse-2898/isb,Semester 8
ciit/sp18-bse-2902/isb,Semester 8
ciit/sp18-bse-2911/isb,Semester 3
ciit/sp18-bse-2918/isb,Semester 2
ciit/sp18-bse-2969/isb,Semester 8
ciit/sp18-bse-304/isb,Semester 9
ciit/sp18-bse-3060/isb,Semester 8
ciit/sp18-bse-3092/isb,Semester 8
ciit/sp18-bse-3102/isb,Semester 9
ciit/sp18-bse-3148/isb,Semester 8
ciit/sp18-bse-3158/isb,Semester 2
ciit/sp18-bse-3176/isb,Semester 8
ciit/sp18-bse-3195/isb,Semester 8
ciit/sp18-bse-3197/isb,Semester 9
ciit/sp18-bse-3203/isb,Semester 9
ciit/sp18-bse-3220/isb,Semester 2
ciit/sp18-bse-325/isb,Semester 8
ciit/sp18-bse-3250/isb,Semester 8
ciit/sp18-bse-3283/isb,Semester 8
ciit/sp18-bse-3366/isb,Semester 8
ciit/sp18-bse-3367/isb,Semester 8
ciit/sp18-bse-3380/isb,Semester 3
ciit/sp18-bse-3391/isb,Semester 1
ciit/sp18-bse-34/isb,Semester 8
ciit/sp18-bse-342/isb,Semester 1
ciit/sp18-bse-3445/isb,Semester 8
ciit/sp18-bse-3458/isb,Semester 8
ciit/sp18-bse-3467/isb,Semester 8
ciit/sp18-bse-3516/isb,Semester 8
ciit/sp18-bse-3528/isb,Semester 9
ciit/sp18-bse-3550/isb,Semester 8
ciit/sp18-bse-3555/isb,Semester 9
ciit/sp18-bse-3556/isb,Semester 9
ciit/sp18-bse-3559/isb,Semester 9
ciit/sp18-bse-3564/isb,Semester 9
ciit/sp18-bse-3639/isb,Semester 8
ciit/sp18-bse-3689/isb,Semester 8
ciit/sp18-bse-3707/isb,Semester 9
ciit/sp18-bse-371/isb,Semester 9
ciit/sp18-bse-375/isb,Semester 9
ciit/sp18-bse-380/isb,Semester 9
ciit/sp18-bse-381/isb,Semester 9
ciit/sp18-bse-395/isb,Semester 9
ciit/sp18-bse-405/isb,Semester 9
ciit/sp18-bse-415/isb,Semester 8
ciit/sp18-bse-418/isb,Semester 8
ciit/sp18-bse-448/isb,Semester 1
ciit/sp18-bse-468/isb,Semester 1
ciit/sp18-bse-478/isb,Semester 8
ciit/sp18-bse-49/isb,Semester 9
ciit/sp18-bse-498/isb,Semester 4
ciit/sp18-bse-519/isb,Semester 9
ciit/sp18-bse-563/isb,Semester 9
ciit/sp18-bse-568/isb,Semester 9
ciit/sp18-bse-599/isb,Semester 1
ciit/sp18-bse-617/isb,Semester 8
ciit/sp18-bse-633/isb,Semester 1
ciit/sp18-bse-680/isb,Semester 9
ciit/sp18-bse-686/isb,Semester 9
ciit/sp18-bse-690/isb,Semester 4
ciit/sp18-bse-753/isb,Semester 1
ciit/sp18-bse-768/isb,Semester 8
ciit/sp18-bse-776/isb,Semester 8
ciit/sp18-bse-784/isb,Semester 9
ciit/sp18-bse-816/isb,Semester 8
ciit/sp18-bse-831/isb,Semester 9
ciit/sp18-bse-835/isb,Semester 8
ciit/sp18-bse-836/isb,Semester 9
ciit/sp18-bse-852/isb,Semester 1
ciit/sp18-bse-878/isb,Semester 8
ciit/sp18-bse-913/isb,Semester 8
ciit/sp18-bse-926/isb,Semester 9
ciit/sp18-bse-936/isb,Semester 9
ciit/sp18-bse-96/isb,Semester 9
ciit/sp18-bse-962/isb,Semester 1
ciit/sp18-bse-971/isb,Semester 9
ciit/sp19-bcs-100/isb,Semester 7
ciit/sp19-bcs-1004/isb,Semester 7
ciit/sp19-bcs-1032/isb,Semester 7
ciit/sp19-bcs-1049/isb,Semester 1
ciit/sp19-bcs-1090/isb,Semester 7
ciit/sp19-bcs-1096/isb,Semester 7
ciit/sp19-bcs-1137/isb,Semester 2
ciit/sp19-bcs-117/isb,Semester 7
ciit/sp19-bcs-1295/isb,Semester 7
ciit/sp19-bcs-1342/isb,Semester 7
ciit/sp19-bcs-1366/isb,Semester 7
ciit/sp19-bcs-1375/isb,Semester 7
ciit/sp19-bcs-1395/isb,Semester 7
ciit/sp19-bcs-1396/isb,Semester 7
ciit/sp19-bcs-1441/isb,Semester 7
ciit/sp19-bcs-146/isb,Semester 7
ciit/sp19-bcs-1477/isb,Semester 2
ciit/sp19-bcs-1482/isb,Semester 7
ciit/sp19-bcs-1549/isb,Semester 2
ciit/sp19-bcs-1575/isb,Semester 2
ciit/sp19-bcs-1577/isb,Semester 7
ciit/sp19-bcs-1626/isb,Semester 7
ciit/sp19-bcs-167/isb,Semester 7
ciit/sp19-bcs-1692/isb,Semester 1
ciit/sp19-bcs-1726/isb,Semester 7
ciit/sp19-bcs-1744/isb,Semester 7
ciit/sp19-bcs-175/isb,Semester 7
ciit/sp19-bcs-1800/isb,Semester 7
ciit/sp19-bcs-1806/isb,Semester 7
ciit/sp19-bcs-1838/isb,Semester 7
ciit/sp19-bcs-1871/isb,Semester 7
ciit/sp19-bcs-1936/isb,Semester 2
ciit/sp19-bcs-2027/isb,Semester 7
ciit/sp19-bcs-2039/isb,Semester 7
ciit/sp19-bcs-2075/isb,Semester 1
ciit/sp19-bcs-2091/isb,Semester 7
ciit/sp19-bcs-2168/isb,Semester 7
ciit/sp19-bcs-2179/isb,Semester 1
ciit/sp19-bcs-2238/isb,Semester 7
ciit/sp19-bcs-2271/isb,Semester 7
ciit/sp19-bcs-230/isb,Semester 7
ciit/sp19-bcs-2300/isb,Semester 7
ciit/sp19-bcs-2339/isb,Semester 1
ciit/sp19-bcs-2344/isb,Semester 7
ciit/sp19-bcs-2366/isb,Semester 1
ciit/sp19-bcs-2390/isb,Semester 7
ciit/sp19-bcs-2394/isb,Semester 7
ciit/sp19-bcs-2401/isb,Semester 7
ciit/sp19-bcs-2407/isb,Semester 7
ciit/sp19-bcs-2432/isb,Semester 7
ciit/sp19-bcs-2506/isb,Semester 7
ciit/sp19-bcs-253/isb,Semester 7
ciit/sp19-bcs-2540/isb,Semester 7
ciit/sp19-bcs-2541/isb,Semester 7
ciit/sp19-bcs-2570/isb,Semester 7
ciit/sp19-bcs-258/isb,Semester 7
ciit/sp19-bcs-2589/isb,Semester 7
ciit/sp19-bcs-2610/isb,Semester 7
ciit/sp19-bcs-2644/isb,Semester 6
ciit/sp19-bcs-2670/isb,Semester 7
ciit/sp19-bcs-2694/isb,Semester 7
ciit/sp19-bcs-2758/isb,Semester 7
ciit/sp19-bcs-28/isb,Semester 3
ciit/sp19-bcs-2819/isb,Semester 7
ciit/sp19-bcs-2835/isb,Semester 2
ciit/sp19-bcs-2837/isb,Semester 1
ciit/sp19-bcs-2886/isb,Semester 7
ciit/sp19-bcs-291/isb,Semester 7
ciit/sp19-bcs-3045/isb,Semester 1
ciit/sp19-bcs-3059/isb,Semester 7
ciit/sp19-bcs-3063/isb,Semester 3
ciit/sp19-bcs-312/isb,Semester 1
ciit/sp19-bcs-3167/isb,Semester 7
ciit/sp19-bcs-321/isb,Semester 7
ciit/sp19-bcs-3218/isb,Semester 1
ciit/sp19-bcs-3221/isb,Semester 1
ciit/sp19-bcs-3238/isb,Semester 7
ciit/sp19-bcs-3270/isb,Semester 1
ciit/sp19-bcs-3271/isb,Semester 1
ciit/sp19-bcs-3278/isb,Semester 7
ciit/sp19-bcs-3309/isb,Semester 7
