Registration_number,Gender_id,Domicile_id,Program_id,Session_id,Year_id,Status_id,Merit_rank,Academic_Standing_University,Academic_Standing_Department,Academic_Standing_Batch,PreAdmission_Score,Max_PreAdmission_score,Average_CourseCode_HUM_Gpa,Average_CourseCode_CSC_Gpa,Average_CourseCode_MTH_Gpa,Average_CourseCode_PHY_Gpa,Average_CourseCode_EEE_Gpa,Average_CourseCode_BIO_Gpa,Average_CourseCode_CSE_Gpa,Average_CourseCode_MGT_Gpa,Average_CourseCode_ENV_Gpa,Average_CourseCode_CSD_Gpa,Matric_inter_Improvement_index,Average_CGPA,Matric_Degree_id,Matric_Board_id,Matric_Marks,Max_Matric_Marks,Matric_Percentage,Matric_Rank,Matric_Board_Performance_Avg_Standpoint,Matric_Degree_Performance_Avg_Standpoint,Matric_Domicile_Performance_Avg_Standpoint,Matric_Performance_Avg_Standpoint,Matric_Student_Performance_Score,Inter_Board_id,Inter_Degree_id,Inter_Subject_id,Inter_Marks,Max_Inter_Marks,Inter_Percentage,Inter_Rank,Inter_Board_Performance_Avg_Standpoint,Inter_Degree_Performance_Avg_Standpoint,Inter_Domicile_Performance_Avg_Standpoint,Inter_Subject_Performance_Avg_Standpoint,inter_performance_Avg_Standpoint,Inter_Student_Performance_score,GPA_Semester_1,GPA_Semester_2,GPA_Semester_3,GPA_Semester_4,GPA_Semester_5,GPA_Semester_6,GPA_Semester_7,GPA_Semester_8,GPA_Semester_9,GPA_Semester_10,GPA_Semester_11,GPA_Semester_12
ciit/fa14-bcs-2824/isb,1,NULL,1,1,NULL,2,3487,77,75,80,NULL,NULL,3.465,3.01090909090909,3.13666666666667,NULL,3.335,NULL,NULL,2.9,NULL,NULL,NULL,3.12,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2162,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2695,3.65,3.7,3.05,2.62,2.94,3.18,2.77,3.04,NULL,NULL,NULL,NULL
ciit/fa14-bcs-2848/isb,1,NULL,1,1,NULL,2,3488,54,51,53,NULL,NULL,2.93,2.74727272727273,2.95666666666667,NULL,2.89,NULL,NULL,3.06,NULL,NULL,NULL,2.75,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2163,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2696,3,3,2.54,1.78,3.02,3.08,2.57,3.04,NULL,NULL,NULL,NULL
ciit/fa14-bcs-2853/isb,1,7,1,1,1,2,1454,79,76,83,NULL,NULL,3.04666666666667,3.06181818181818,2.87333333333333,NULL,3.3075,NULL,NULL,3.54,NULL,NULL,-0.14,3.09,1,11,802,1050,0.763809524,2979,-21.34,-16.96,-17.6,-2.04,3311,11,4,8,361,550,0.656364,2928,-8.61,-8.14,-5.73,-5.91,-0.17,3510,2.69,2.99,3.24,2.53,3.32,3.26,3.04,3.68,NULL,NULL,NULL,NULL
ciit/fa14-bcs-2859/isb,1,5,1,1,1,1,3469,17,18,15,NULL,NULL,2,2,2,NULL,2,NULL,NULL,NULL,NULL,NULL,-0.26,2,2,27,726,900,0.806666667,2499,4.78,4.49,-4.27,2.33,1910,27,1,4,660,1100,0.6,3135,19.35,20.72,-7.45,-6.83,-5.88,1661,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-2993/isb,2,7,1,1,1,2,1246,67,65,68,NULL,NULL,3.04571428571429,3.06863636363636,2.825,NULL,3.025,NULL,NULL,3.09333333333333,NULL,NULL,-0.07,3.05,1,5,899,1050,0.856190476,1707,1.2,1.84,1.21,7.37,1822,5,4,8,880,1100,0.8,1166,4.36,6.42,8.83,8.68,14.39,1419,2.65,2.89,3.16,2.51,3.4,3.23,3,3.54,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3039/isb,1,7,1,1,1,1,1480,11,11,8,NULL,NULL,1.3175,0.856666666666667,1.285,NULL,0.675,NULL,NULL,NULL,NULL,NULL,-0.08,1.96,1,20,904,1050,0.860952381,1618,-3.92,2.81,2.18,7.85,1874,23,4,8,435,550,0.790909,1303,2.76,5.5,7.91,7.75,13.47,1561,1.35,2.57,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3052/isb,1,5,1,1,1,2,3436,96,95,98,NULL,NULL,3.55,3.5795652173913,3.71833333333333,NULL,3.6475,NULL,NULL,3.51666666666667,NULL,NULL,-0.17,3.58,1,28,851,1050,0.81047619,2444,-7.82,-7.47,-3.45,2.71,2694,28,4,8,370,550,0.672727,2827,-4.06,-6.48,-0.06,-4.25,1.49,3316,3.7,3.7,3.77,3.73,3.42,3.68,3.48,3.14,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3058/isb,2,7,1,1,1,2,803,90,88,90,NULL,NULL,3.31833333333333,3.35136363636364,3.32,NULL,3.3675,NULL,NULL,3.25666666666667,NULL,NULL,-0.07,3.32,1,22,889,1050,0.846666667,1851,0.96,-0.1,-0.73,6.4,1936,28,4,8,864,1100,0.785455,1373,7.39,4.95,7.36,7.2,12.92,1465,3.37,3.61,3.17,3.54,3.32,3.45,3.29,2.78,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3121/isb,1,NULL,1,1,NULL,1,3482,0,0,0,NULL,NULL,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2164,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2692,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3129/isb,1,7,1,1,1,2,1940,22,23,24,NULL,NULL,1.6,1.68090909090909,1.57,NULL,1.6825,NULL,NULL,1.815,NULL,NULL,-0.23,1.58,2,27,698,900,0.775555556,2848,-3,-3.29,-15.2,-0.84,2835,27,1,8,660,1100,0.6,3135,19.35,20.72,-11.45,-11.64,-5.88,1789,1.46,2.21,0.47,1.68,0.89,1.2,2.17,1.46,1.99,1.9,1.95,NULL
ciit/fa14-bcs-3223/isb,1,6,1,1,1,2,3371,29,29,31,NULL,NULL,2.69,2.35590909090909,2.55333333333333,NULL,2.38,NULL,NULL,2.34,NULL,NULL,-0.14,2.3,1,22,917,1050,0.873333333,1361,6.51,5.33,9.76,9.12,1300,22,4,4,415,550,0.754545,1820,1.16,1.81,4,8.89,9.78,1997,2.84,2.99,2.39,2.42,2.42,2.26,2,2.09,1.3,NULL,NULL,NULL
ciit/fa14-bcs-3227/isb,1,1,1,1,1,2,3481,18,19,16,NULL,NULL,2.132,1.69545454545455,1.865,NULL,1.8375,NULL,NULL,1.69333333333333,NULL,NULL,0.22,1.8,1,22,417,850,0.490588235,3480,-73.17,-72.57,-73.24,-29.87,3740,29,2,4,1860,3100,0.6,3135,0,-64.6,-12.68,-6.83,-5.88,3739,1.54,2.4,2.31,2.1,1.53,1.4,1.65,1.62,1.32,1.9,2,NULL
ciit/fa14-bcs-3247/isb,1,7,1,1,1,2,1031,68,66,69,NULL,NULL,3.25333333333333,2.92818181818182,2.915,NULL,3.205,NULL,NULL,2.805,NULL,NULL,-0.08,3,1,11,911,1050,0.867619048,1480,3.8,4.16,3.53,8.53,1603,11,4,8,441,550,0.801818,1154,6.19,6.61,9.01,8.86,14.58,1322,3.57,3.26,2.78,2.27,3.21,3.34,2.47,3.08,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3282/isb,1,NULL,1,1,NULL,1,3483,10,10,6,NULL,NULL,0.99,1.98,1.98,NULL,0.99,NULL,NULL,NULL,NULL,NULL,NULL,1.98,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2165,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2693,1.98,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3310/isb,1,7,1,1,1,1,3420,14,14,12,NULL,NULL,1.76,1.76,1.76,NULL,1.76,NULL,NULL,NULL,NULL,NULL,-0.12,1.76,1,22,839,1050,0.799047619,2637,-8.95,-9.79,-10.42,1.55,2925,28,4,4,386,550,0.701818,2568,-1.1,-3.53,-1.12,3.53,4.44,3120,1.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3423/isb,2,7,1,1,1,2,3463,31,31,34,NULL,NULL,2.48833333333333,2.23318181818182,2.475,NULL,2.1075,NULL,NULL,2.23,NULL,NULL,0.19,2.27,1,28,595,1050,0.566666667,3466,-57.72,-57.09,-57.72,-22.12,3725,28,4,4,370,550,0.672727,2827,-4.06,-6.48,-4.07,0.57,1.49,3381,1.07,2.81,2.94,2.67,1.97,1.75,2.49,2.24,2.5,NULL,NULL,NULL
ciit/fa14-bcs-3431/isb,1,5,1,1,1,2,3357,43,41,44,NULL,NULL,2.715,2.49285714285714,2.682,NULL,2.69333333333333,NULL,NULL,2.57333333333333,NULL,NULL,-0.11,2.54,1,28,908,1050,0.864761905,1533,3.29,3.58,8.23,8.24,1490,28,4,8,425,550,0.772727,1564,6.1,3.66,10.1,5.91,11.63,1496,NULL,NULL,3.04,2.39,2.65,1.99,2.68,2.39,2.65,NULL,NULL,NULL
ciit/fa14-bcs-3466/isb,2,7,1,1,1,2,954,96,96,99,NULL,NULL,3.66,3.63363636363636,3.48666666666667,NULL,3.625,NULL,NULL,3.55,NULL,NULL,-0.07,3.63,1,28,923,1050,0.879047619,1227,6.21,6.49,5.86,9.7,1358,22,4,4,448,550,0.814545,986,7.33,7.9,10.31,15,15.87,1190,3.65,3.58,3.68,3.1,3.59,3.81,3.87,3.74,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3526/isb,1,7,1,1,1,1,1062,24,25,26,NULL,NULL,1.98166666666667,1.85913043478261,2.21833333333333,NULL,2.19,NULL,NULL,1.2,NULL,NULL,-0.12,2.08,1,28,917,1050,0.873333333,1361,5.04,5.33,4.7,9.12,1469,28,4,8,849,1100,0.771818,1578,6.01,3.56,5.97,5.82,11.54,1645,2.42,2.35,2.59,1.09,1.95,2.35,1.4,0,NULL,2.51,NULL,NULL
ciit/fa14-bcs-3569/isb,2,7,1,1,1,1,819,0,0,0,NULL,NULL,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,-0.04,NULL,1,28,903,1050,0.86,1629,2.31,2.61,1.98,7.76,1744,28,4,8,456,550,0.829091,785,11.83,9.37,11.78,11.63,17.34,872,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3584/isb,1,NULL,1,1,NULL,2,3503,64,62,63,NULL,NULL,2.975,2.82857142857143,2.98,NULL,2.9075,NULL,NULL,2.73333333333333,NULL,NULL,NULL,2.84,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2166,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2674,NULL,3.37,2.73,3.03,3.1,2.74,2.45,2.43,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3619/isb,1,5,1,1,1,2,3449,31,31,34,NULL,NULL,1.834,2.35136363636364,2.34666666666667,NULL,1.895,NULL,NULL,2.60333333333333,NULL,NULL,0.07,2.22,1,28,677,1050,0.644761905,3433,-41.74,-41.19,-39.11,-14.16,3685,28,4,8,380,550,0.690909,2683,-2.21,-4.64,1.79,-2.4,3.33,3129,1.69,1.93,2.39,1.47,2.19,1.79,2.95,2.67,2.94,NULL,NULL,NULL
ciit/fa14-bcs-3621/isb,2,5,1,1,1,2,3243,79,76,83,NULL,NULL,3.23333333333333,3.13136363636364,3.15,NULL,3.255,NULL,NULL,2.795,NULL,NULL,-0.07,3.16,1,28,934,1050,0.88952381,996,8.35,8.62,13.56,10.76,980,28,4,8,455,550,0.827273,804,11.64,9.19,15.64,11.45,17.16,768,3.04,3.2,3.61,2.53,3.17,3.06,3.23,3.46,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3633/isb,1,7,1,1,1,2,2099,77,75,80,NULL,NULL,3.19666666666667,3.12227272727273,3.06833333333333,NULL,3.1725,NULL,NULL,3.18,NULL,NULL,-0.15,3.15,1,28,832,1050,0.792380952,2689,-11.53,-11.15,-11.78,0.87,3019,28,4,8,371,550,0.674545,2814,-3.87,-6.3,-3.89,-4.06,1.67,3372,3.02,3.23,3.22,3.17,3.22,2.91,2.98,3.46,NULL,NULL,NULL,NULL
ciit/fa14-bcs-3700/isb,1,7,1,1,1,1,412,20,21,19,NULL,NULL,2.002,1.8375,2.026,NULL,2.28333333333333,NULL,NULL,1.64,NULL,NULL,-0.02,2.01,2,27,748,900,0.831111111,2117,10.89,10.6,-3.9,4.82,1532,27,1,5,895,1100,0.813636,1003,42.26,43.63,10.21,30.82,15.78,32,1.58,2.75,2.35,1.75,1.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-386/isb,1,7,1,1,1,2,3407,26,26,28,NULL,NULL,1.998,2.18409090909091,2.23,NULL,1.7125,NULL,NULL,2.48666666666667,NULL,NULL,-0.08,2.04,2,27,709,900,0.787777778,2724,0.05,-0.24,-12.72,0.4,2617,27,1,8,795,1100,0.722727,2325,32.51,33.88,1,0.83,6.56,303,2.03,1.61,1.11,1.25,2.71,2.43,2.57,2.17,2.46,NULL,NULL,NULL
ciit/fa14-bcs-39/isb,1,NULL,1,1,NULL,1,3504,12,12,9,NULL,NULL,1.16,1.13,1.19,NULL,0.595,NULL,NULL,NULL,NULL,NULL,NULL,1.72,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2157,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2675,1.19,2.26,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-413/isb,1,NULL,1,1,NULL,2,3505,89,87,90,NULL,NULL,3.44666666666667,3.26454545454545,3.47666666666667,NULL,3.3475,NULL,NULL,3.555,NULL,NULL,NULL,3.34,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2158,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2676,3.41,3.7,3.22,3.42,3.06,3.69,2.99,3.24,NULL,NULL,NULL,NULL
ciit/fa14-bcs-524/isb,1,7,1,1,1,2,3406,21,22,20,NULL,NULL,1.39333333333333,1.86545454545455,1.77833333333333,NULL,1.99,NULL,NULL,2.105,NULL,NULL,-0.10,1.92,1,20,842,1050,0.801904762,2567,-23.24,-9.21,-9.84,1.84,3108,20,4,8,396,550,0.72,2356,-2.34,-1.69,0.72,0.55,6.28,2471,0,2.17,2.01,2.17,1.2,2.2,2.04,2.02,1.81,0,1.7,NULL
ciit/fa14-bcs-544/isb,1,NULL,1,1,NULL,1,3506,13,13,10,NULL,NULL,1.91,1.24857142857143,1.355,NULL,1.79666666666667,NULL,NULL,0.63,NULL,NULL,NULL,1.51,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2156,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2671,2.7,1.46,1.23,0.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-6/isb,1,7,1,1,1,2,1298,35,35,37,NULL,NULL,2.375,2.56727272727273,2.435,NULL,2.54,NULL,NULL,2.45,NULL,NULL,-0.10,2.5,1,22,930,1050,0.885714286,1082,9.09,7.85,7.22,10.38,1177,22,4,8,439,550,0.798182,1192,5.64,6.24,8.65,8.49,14.21,1390,2.3,2.34,2.69,2.38,2.83,2.52,2.66,2.28,NULL,NULL,NULL,NULL
ciit/fa14-bcs-622/isb,1,7,1,1,1,1,901,22,22,23,NULL,NULL,2.02166666666667,2.08125,2.225,NULL,2.2925,NULL,NULL,1.33666666666667,NULL,NULL,-0.16,2.18,1,28,967,1050,0.920952381,442,14.79,15.02,14.39,13.97,564,28,4,8,426,550,0.774545,1541,6.29,3.84,6.25,6.09,11.81,1608,2.78,2.15,2.27,1.51,1.97,2.32,1.94,0,NULL,2.5,NULL,NULL
ciit/fa14-bcs-732/isb,1,7,1,1,1,2,1114,66,63,66,NULL,NULL,3.015,2.94318181818182,2.89833333333333,NULL,3.04,NULL,NULL,2.88666666666667,NULL,NULL,-0.07,2.94,1,22,854,1050,0.813333333,2385,-5.98,-6.88,-7.52,3,2724,22,4,4,416,550,0.756364,1790,1.34,2,4.41,9.08,9.97,1966,3.2,3.14,2.67,2.46,3.15,3.46,2.68,2.74,NULL,NULL,NULL,NULL
ciit/fa14-bcs-79/isb,1,7,1,1,1,2,1724,21,22,21,NULL,NULL,1.838,1.66181818181818,1.62666666666667,NULL,1.6925,NULL,NULL,1.36333333333333,NULL,NULL,-0.09,1.7,1,28,873,1050,0.831428571,2106,-3.54,-3.2,-3.83,4.85,2478,28,4,8,415,550,0.754545,1820,4.25,1.81,4.22,4.06,9.78,1885,2.07,1.6,2.36,0.67,1.56,1.53,1.35,2.68,1.67,1.18,2.07,NULL
ciit/fa14-bcs-790/isb,1,7,1,1,1,2,3388,27,27,30,NULL,NULL,2.39666666666667,2.38454545454545,2.30833333333333,NULL,2.5425,NULL,NULL,2.245,NULL,NULL,-0.10,2.37,1,13,702,850,0.825882353,2198,11.49,-4.33,-4.96,4.28,1939,13,4,8,409,550,0.743636,2004,7.44,0.71,3.12,2.95,8.68,1894,2.27,2.4,2.78,2.43,2.72,2.06,2.06,2.26,NULL,NULL,NULL,NULL
ciit/fa14-bcs-794/isb,1,NULL,1,1,NULL,2,3507,18,18,16,NULL,NULL,2.04714285714286,1.46818181818182,1.83333333333333,NULL,1.99,NULL,NULL,1.49,NULL,NULL,NULL,1.52,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2154,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2672,2.35,2.06,1.87,1.9,0.83,0.49,1.4,1.15,1.08,1.96,1.68,NULL
ciit/fa14-bcs-82/isb,2,NULL,1,1,NULL,2,3508,95,93,97,NULL,NULL,3.47714285714286,3.56136363636364,3.54166666666667,NULL,3.6325,NULL,NULL,3.43666666666667,NULL,NULL,NULL,3.52,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2155,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2673,3.27,3.91,3.62,3.32,3.73,3.81,3.33,3.18,NULL,NULL,NULL,NULL
ciit/fa14-bcs-86/isb,1,7,1,1,1,2,2168,19,20,17,NULL,NULL,1.97166666666667,1.60136363636364,1.815,NULL,1.9525,NULL,NULL,1.735,NULL,NULL,0.04,1.68,1,20,754,1050,0.718095238,3275,-50.66,-26.27,-26.9,-6.7,3631,20,4,4,409,550,0.743636,2004,0.06,0.71,3.12,7.78,8.68,2172,2.02,2.29,1.28,1.6,1.83,1.9,1.64,0.9,1.38,1.93,1.7,NULL
ciit/fa14-bcs-888/isb,2,5,1,1,1,1,1216,14,13,12,NULL,NULL,2.32,1.25428571428571,1.338,NULL,2.23,NULL,NULL,0,NULL,NULL,-0.13,2.23,1,22,882,1050,0.84,1961,-0.43,-1.46,2.9,5.72,1932,28,4,4,404,550,0.734545,2149,2.22,-0.21,6.22,6.86,7.76,2035,2.82,2.09,1.78,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-901/isb,2,5,1,1,1,2,1721,69,67,71,NULL,NULL,2.705,3.09782608695652,2.96333333333333,NULL,2.7375,NULL,NULL,3.01,NULL,NULL,-1.00,2.96,2,27,692,900,0.768888889,2936,-4.67,-4.96,-12.4,-1.52,2862,27,1,5,0,1100,0,-1,NULL,NULL,NULL,NULL,NULL,2678,1.95,3,3.06,2.83,2.85,3.11,3.19,3.16,3.5,NULL,NULL,NULL
ciit/fa14-bcs-919/isb,2,5,1,1,1,2,877,71,68,75,NULL,NULL,3.18333333333333,3.05045454545455,2.91,NULL,3.2025,NULL,NULL,2.84,NULL,NULL,-0.07,3.06,1,28,923,1050,0.879047619,1227,6.21,6.49,11.3,9.7,1208,28,4,4,448,550,0.814545,986,10.35,7.9,14.35,15,15.87,941,3.12,3.26,3.22,2.46,3.21,2.94,3.13,3.12,NULL,NULL,NULL,NULL
ciit/fa14-bcs-934/isb,1,7,1,1,1,1,3358,10,10,7,NULL,NULL,1.08,0.72,0,NULL,1.23,NULL,NULL,NULL,NULL,NULL,-0.16,1.23,1,22,954,1050,0.908571429,638,13.85,12.5,11.87,12.71,735,22,4,8,418,550,0.76,1734,1.72,2.37,4.78,4.62,10.34,1923,2.16,0.3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-953/isb,2,7,1,1,1,1,1353,57,54,56,NULL,NULL,2.89,2.89,2.89,NULL,2.89,NULL,NULL,NULL,NULL,NULL,-0.08,2.89,1,22,948,1050,0.902857143,739,12.66,11.34,10.7,12.12,825,22,4,8,459,550,0.834545,726,9.38,9.92,12.33,12.19,17.9,900,2.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bcs-972/isb,1,5,1,1,1,2,924,65,62,64,NULL,NULL,2.77833333333333,3.08391304347826,2.84833333333333,NULL,2.665,NULL,NULL,2.935,NULL,NULL,-0.16,2.9,1,28,882,1050,0.84,1961,-1.78,-1.46,2.9,5.72,1963,28,4,8,387,550,0.703636,2553,-0.92,-3.35,3.08,-1.11,4.62,2452,2.89,2.59,2.86,2.08,2.87,3.1,3.79,3.09,2.85,NULL,NULL,NULL
ciit/fa14-bcs-978/isb,2,7,1,1,1,2,709,40,39,42,NULL,NULL,2.39166666666667,2.43272727272727,2.12,NULL,2.47,NULL,NULL,2.025,NULL,NULL,-0.12,2.32,1,22,949,1050,0.903809524,720,12.86,11.53,10.9,12.22,814,28,4,4,419,525,0.798095,1200,8.68,6.23,8.64,13.33,14.2,1283,2.64,2.04,1.83,0.94,2.16,2.25,3.11,2.78,3.16,NULL,NULL,NULL
ciit/fa14-bcs-980/isb,1,7,1,1,1,2,1757,46,44,48,NULL,NULL,2.516,2.79,2.39666666666667,NULL,2.67,NULL,NULL,2.54333333333333,NULL,NULL,-0.09,2.64,1,20,899,1050,0.856190476,1707,-5.48,1.84,1.21,7.37,1979,23,4,8,430,550,0.781818,1418,1.81,4.58,6.99,6.83,12.55,1690,2.29,2.96,2.08,2,3.35,3.05,2.79,2.58,NULL,NULL,NULL,NULL
ciit/fa14-bse-1051/isb,1,6,2,1,1,2,3332,94,95,96,NULL,NULL,3.47857142857143,3.4905,3.554,NULL,3.52333333333333,NULL,3.50833333333333,3.64,NULL,NULL,-0.14,3.52,1,28,970,1050,0.923809524,392,15.37,15.6,25.01,14.26,320,28,4,8,436,550,0.792727,1273,8.13,5.68,8,7.94,13.66,1361,3.48,3.46,3.54,3.69,3.63,3.4,3.33,3.6,NULL,NULL,NULL,NULL
ciit/fa14-bse-1109/isb,1,7,2,1,1,2,1723,76,79,79,NULL,NULL,2.99285714285714,3.09789473684211,3.084,NULL,2.98333333333333,NULL,3.26666666666667,3.47333333333333,NULL,NULL,-1.00,3.17,2,27,664,900,0.737777778,3186,-12.45,-12.74,-22.89,-4.69,3254,27,1,4,0,1100,0,-1,NULL,NULL,NULL,NULL,NULL,2677,2.76,2.81,2.81,3.18,3.38,3.38,3.14,3.86,NULL,NULL,NULL,NULL
ciit/fa14-bse-1110/isb,2,5,2,1,1,1,2057,11,11,9,NULL,NULL,1.43,1.43,1.43,NULL,1.43,NULL,NULL,NULL,NULL,NULL,-0.02,1.43,1,28,773,1050,0.736190476,3196,-23.03,-22.59,-19.43,-4.85,3419,28,4,4,395,550,0.718182,2390,0.56,-1.87,4.56,5.19,6.1,2270,1.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bse-116/isb,2,7,2,1,1,2,3377,54,56,53,NULL,NULL,2.68285714285714,2.63736842105263,2.738,NULL,2.99333333333333,NULL,2.6,2.89666666666667,NULL,NULL,0.18,2.71,2,27,608,900,0.675555556,3393,-28,-28.29,-35.56,-11.03,3603,28,4,4,438,550,0.796364,1222,8.5,6.05,8.46,13.15,14.02,1306,2.36,3.08,2.51,2.57,2.95,2.82,2.22,3.17,NULL,NULL,NULL,NULL
ciit/fa14-bse-1173/isb,2,7,2,1,1,2,818,57,59,56,NULL,NULL,3.03,2.74315789473684,3.014,NULL,2.98333333333333,NULL,2.705,3.07,NULL,NULL,-0.09,2.91,1,22,949,1050,0.903809524,720,12.86,11.53,10.9,12.22,815,28,4,8,450,550,0.818182,933,10.72,8.27,10.67,10.52,16.24,1027,2.99,3.1,2.63,2.61,2.86,2.72,2.66,3.74,NULL,NULL,NULL,NULL
ciit/fa14-bse-1194/isb,1,7,2,1,1,2,1535,78,81,82,NULL,NULL,3.04857142857143,3.183,3.026,NULL,2.98666666666667,NULL,3.42833333333333,3.37,NULL,NULL,-0.12,3.2,1,28,849,1050,0.808571429,2475,-8.21,-7.85,-8.49,2.52,2821,28,4,8,390,550,0.709091,2504,-0.36,-2.79,-0.39,-0.56,5.18,2511,3.01,2.55,2.86,2.97,3.4,3.48,3.62,3.74,NULL,NULL,NULL,NULL
ciit/fa14-bse-1202/isb,2,7,2,1,1,2,1491,88,90,89,NULL,NULL,3.25,3.37380952380952,3.334,NULL,3.06666666666667,NULL,3.46666666666667,3.53333333333333,NULL,NULL,-0.11,3.36,1,22,912,1050,0.868571429,1465,5.52,4.36,3.73,8.63,1537,22,4,4,426,550,0.774545,1541,3.21,3.84,6.25,10.93,11.81,1719,3.31,2.65,3.35,3.56,3.24,3.26,3.68,3.8,NULL,NULL,NULL,NULL
ciit/fa14-bse-1204/isb,1,NULL,2,1,NULL,2,3509,38,39,40,NULL,NULL,2.63428571428571,2.50210526315789,2.92,NULL,2.63,NULL,2.555,2.44333333333333,NULL,NULL,NULL,2.53,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,2148,NULL,NULL,NULL,0,0,0,-1,NULL,NULL,NULL,NULL,NULL,2667,2.84,2.38,2.11,2.4,1.71,2.94,2.67,3.22,NULL,NULL,NULL,NULL
ciit/fa14-bse-1267/isb,1,7,2,1,1,1,2657,14,14,13,NULL,NULL,1.585,1.44333333333333,1.715,NULL,1.585,NULL,NULL,NULL,NULL,NULL,-0.05,1.36,1,11,582,1050,0.554285714,3468,-72.07,-59.61,-60.24,-23.38,3731,11,4,8,579,1100,0.526364,3195,-21.84,-21.32,-18.91,-19.12,-13.35,3738,2.53,0.64,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ciit/fa14-bse-1306/isb,2,7,2,1,1,2,1462,49,51,50,NULL,NULL,2.63857142857143,2.54,2.468,NULL,2.52,NULL,2.77,3.28333333333333,NULL,NULL,-0.17,2.63,1,28,899,1050,0.856190476,1707,1.53,1.84,1.21,7.37,1819,28,4,8,389,550,0.707273,2524,-0.55,-2.98,-0.57,-0.74,4.99,2536,2.25,2.46,2.38,1.75,2.85,2.68,3.17,3.5,NULL,NULL,NULL,NULL
ciit/fa14-bse-1307/isb,1,6,2,1,1,2,3378,30,30,32,NULL,NULL,2.03285714285714,2.3105,2.8025,NULL,1.61666666666667,NULL,2.53,2.61666666666667,NULL,NULL,-0.18,2.46,1,28,943,1050,0.898095238,838,10.11,10.37,17.24,11.64,768,28,4,8,406,550,0.738182,2103,2.59,0.15,2.29,2.4,8.13,2151,1.76,0,3,2.21,2.83,1.85,2.5,2.33,3.17,NULL,NULL,NULL
